post_id	text	date	num_comments	num_likes	num_reposts	attachment_types
153894	Михалков предложил создать канал для продвижения начинающих кинематографистов. Только нужно сто миллионов рублей, ага.	2015-05-07 18:00:58	14	89	10	photo,link
153886	Челябинские депутаты отказались декларировать доходы из-за лазейки в законе. Зачем публиковать, если за отказ наказаний не предусмотрено?	2015-05-07 16:01:13	5	78	14	photo,link
153849	В нижегородской колонии вчера произошли беспорядки. По некоторым данным, заключенные взбунтовались из-за жестокого обращения с ними. Они, например, требовали, чтобы больных туберкулезом не заставляли работать по 10-12 часов. ФСИН и СК утверждают, что якобы ни о каком бунте речи не идет, а все это — драки на бытовой почве.	2015-05-07 14:01:02	5	42	4	photo,link
153802		2015-05-07 12:56:51	20	182	30	photo
153776	Танк нового поколения «Армата», который все так ждали, заглох на репетиции парада Победы.	2015-05-07 12:39:24	65	126	18	photo,link
153760	Признанные иностранными агентами НКО пострадали от сбоев на сайте Минюста. В их отчетах говорилось, что источников иностранного финансирования нет, но из-за сбоя работы сайта на сайте отразались иные сведения. При этом Минюст хочет оштрафовать НКО на 300 тыс. руб. за неверно поданные отчеты.	2015-05-07 12:00:24	0	39	6	photo,link
153708	Помните историю, как 17-летняя школьница приглянулась 57-летнему начальнику РОВД в Чечне? Родители пытались спасти ее от насильственного брака, обращались во все СМИ, били тревогу. Всё закончилось плохо. Кадыров послал своих бойцов провести с ними разъяснительную беседу, теперь и школьница, и ее родня ВНЕЗАПНО согласны.	2015-05-07 09:34:20	36	180	68	photo,link
153697	BMW отложил строительство сборочного автозавода в России на неопределенный срок. А ведь еще совсем недавно представители немецкого автопроизводителя встречались с Путиным и обсуждали перспективы этого проекта...	2015-05-07 09:00:49	5	95	21	photo,link
153677	— Можно я Навального буду изображать? У меня ямочка...<br>— В вас метр шестьдесят, какой вам Навальный? Навальный метр девяносто.<br>— НО У МЕНЯ ЯМОЧКА!!	2015-05-07 07:30:22	22	208	31	photo
153610	Суд В ШЕСТЬ РАЗ уменьшил сумму ущерба от действий Васильевой — с трех миллиардов до 500 миллионов рублей. А ее адвокат вообще заявил, что государству не причинен ущерб ни на копейку.	2015-05-07 00:02:24	45	166	40	photo,link
153595	Московский зоосалон предложил собакам бесплатные тату цвета георгиевской ленты.	2015-05-06 23:00:25	21	85	7	photo,link
153583	«А судьи кто?». Эксперты проекта «Диссернет» нашли плагиат в диссертации судьи Басманного суда Москвы Наталии Дударь, известной своей работой по делу о массовых беспорядках на Болотной площади 6 мая 2012 года. Об этом в среду, 6 мая, сообщается на сайте «Диссернета».	2015-05-06 22:00:36	3	101	24	photo,link
153566	Владимир Ашурков о том, что намерены предпринять сторонники Навального в противостоянии с Минюстом, о планах Партии прогресса, ее политической программе, поиске источников финансирования и об отношениях с другими членами коалиции.	2015-05-06 21:01:05	7	45	6	photo,link
153560	На Невском проспекте активисты встали в пикеты в честь трехлетней годовщины «Болотного дела».	2015-05-06 20:01:20	12	110	12	photo,photo,link
153536	Экологи в нашей стране — люди нежелательные. Потому как показывают, что не так все здорово в родном отечестве, как привыкли говорить с экранов телевизоров чиновники разного калибра. Действительно, проще ведь сказать «все хорошо», обвинить тех, кто говорит обратное, во всех смертных грехах и продолжать сидеть и не решать никаких проблем.	2015-05-06 18:30:00	6	119	26	photo,link
153524	В Подмосковье покончил с собой доктор психологических наук, профессор, декан факультета социальной психологии Московского городского психолого-педагогического университета Михаил Кондратьев.	2015-05-06 17:30:19	10	106	12	photo,link
153509		2015-05-06 16:00:26	5	207	37	photo
153482	Россия потратит 1,66 млрд рублей на подготовку третьего «Танкового биатлона» — международного военизированного шоу. Стоит отметить, что по сравнению с прошлым годом затраты на его проведение увеличились вдвое. И, главный вопрос — кому это вообще нужно?	2015-05-06 14:40:07	34	51	22	photo,link,poll
153467	Коммунисты во главе с Рашкиным попытались вручить немецким дипломатам бюст Сталина. Немцы бюст не взяли, а в качестве ответного подарка преподнесли карту раздела Польши, которая была частью пакта Молотова–Риббентропа.	2015-05-06 13:40:07	51	255	53	photo,link
153464	Чиновник, контролировавший соблюдение запретов на службе, был пойман на нарушении этих запретов.	2015-05-06 12:42:46	3	94	16	photo,link
153453	Статья о том, в каком направлении движется современное российское образование. Похоже, оно становится неспособно выпускать людей, отвечающих современным профессиональным требованиям, пишет Коммерсантъ.	2015-05-06 11:06:26	7	62	15	photo,link
153427	Отделом дознания УМВД по Центральному району Санкт-Петербурга возбуждено уголовное дело по факту нападения на председателя петербургского отделения Партии прогресса Аркадия Чаплыгина. Возбуждения дела пришлось добиваться почти полгода.	2015-05-06 09:00:49	3	45	5	photo,link
153413	Депутат «Единой России» Артуш Хачатрян пытался проехать на своём джипе Лексус через первомайскую демонстрацию и теснил бампером полицейских, пытавшихся его остановить. И ему ничего за это не было, в отличие от Артёма Лоскутова, отбывающего срок 10 суток за проведение «Монстрации». Хорошо быть депутатом «Единой России»: на тебя вообще никакие законы не распространяются.	2015-05-06 07:30:21	31	234	63	photo,link
153386	Кто слышал Залдостанова, над Кличко больше не смеется )	2015-05-05 23:00:28	14	205	32	video
153362	Пока байкеры из движения «Ночные Волки» мощной колонной из одного мотоцикла и двух автомобилей с дипломатами колесят по Европе, мы решили выяснить, на что живут «Ночные Волки», кто их финансирует? Оказалось, в этой косметичке 56 млн руб. бюджетных денег!	2015-05-05 22:00:30	14	222	52	photo,link
153333	«Роснефть» раскрыла официальный оклад Игоря Сечина. Он составляет от 15 до 20 млн руб. в месяц. Размеры премий компания уточнять не стала. Наивные, можно подумать, мы и так не знаем: https://money.fbk.info/	2015-05-05 21:00:58	20	117	42	photo,link
153321	А вы бы стали продлевать полномочия главы нефтяной компании, если бы он за время нахождения на этом посту сделал ее убыточной?	2015-05-05 20:01:06	9	133	39	photo,link,poll
153262	Представьте, что у вас появилась возможность задать один вопрос Путину. Но не просто тет-а-тет или в рамках телемоста. А при проверке Путина на полиграфе. Каков был этот единственный вопрос?	2015-05-05 19:01:09	80	44	3	photo
153247	В. Шендерович: «В Москве сегодня идут как минимум три спектакля про наступление фашизма. Как-то вот вдруг все разом услышали звук этой лопнувшей струны... А Россия все сплачивается и сплачивается вокруг сильного лидера, противостоящего прогнившим западным демократиям, американской гегемонии и еврейскому капиталу... (далее по-немецки)».	2015-05-05 17:00:40	2	100	12	photo,link
153237	Сечину подняли срок исполнения полномочий на посту главы «Роснефти». Теперь это 5 лет, а не на 3 года, как раньше. Напоминаем, три года назад, когда Сечин возглавил «Роснефть», это была высокоприбыльная компания (чистая прибыль в 2012 г. – 342 млрд руб.), а теперь «Роснефть» просит у государства 1,3 трлн руб. помощи.	2015-05-05 16:00:54	8	205	78	photo,link
153218	«Известия» продолжают придумывать новости. В этот раз написали про якобы готовящуюся встречу оппозиции с Ангелой Меркель. Оппозиция говорит, что это бред.	2015-05-05 14:20:23	11	83	14	photo,link
153186	Мы уже не раз удивлялись (на самом деле нет) тому факту, что дети высокопоставленных чиновников проявляют поразительную сноровку на поприще ведения бизнеса. Еще один штрих к портрету одного из них, сыну генпрокурора Чайки.	2015-05-05 11:21:47	18	79	14	photo,link
153162	Минутка юмора в нашем паблике. Даже в такое непростое время народ не унывает и творит!	2015-05-05 07:25:05	20	92	11	photo,photo,poll
153137	Под закон об экстремизме можно подвести что угодно. Особенно при текущем накале противостояний в сети. На этом фоне Путин ужесточает наказание за экстремизм. Теперь СМИ будут штрафоваться на 1 млн руб. А к СМИ, напоминаем, теперь приравнены и блогеры.	2015-05-04 23:00:23	8	111	22	photo,link
153126	Телеканал «Россия» вырезал сцену гибели Берлиоза из «Мастера и Маргариты». Потому что там НАСИЛИЕ. Попробовали бы они свои новости посмотреть.	2015-05-04 22:02:49	7	239	34	photo,link
153119	ПОЛИТ юмор: Производство георгиевской ленты должно стать основной российской экономики, поэтапно заменив добычу нефти и газа.	2015-05-04 21:30:08	8	169	20	photo,link
153102	В Севастополе из динамиков в центре города по шесть часов в день будет звучать патриотическая музыка. По словам главы департамента внутренней политики Евгения Дубовиквнута, такое решение должно способствовать созданию у горожан и гостей Севастополя «хорошего настроения и ощущения праздника».	2015-05-04 20:01:13	12	48	7	photo,audio,audio,link
153088	Пророческий мультик Егора Жгуна, созданный больше года назад. До сих пор актуален.	2015-05-04 17:00:32	9	56	7	video
153066	Ежегодная награда Платформы европейской памяти и совести в этом году будет вручена Алексею и Олегу Навальным. Церемония награждения состоится 6 мая в Будапеште. Премия вручается людям, которые противостоят тоталитаризму в мире, отстаивая верховенство закона и прав человека. Цель премии – привлечь внимание к борцам с антидемократическими режимами и жертвам политических репрессий.	2015-05-04 16:13:48	4	206	33	photo,link
153042	День Победы — это же всегда был такой прекрасный и светлый праздник, и смысл у него был понятный и простой: единение; память об утратах; гордость и преклонение перед стойкостью; понимание того, как ужасна любая война и насколько недопустимо ее повторение — столько всего хорошего. Что будет в этом году? Бряцание оружием и разжигание войны; уроки ненависти и лжепатриотизма; разгул пропаганды и вранья; угрозы и политические игрища. Все уроки войны — забыты. 62% или сколько там за применение ядерного оружия, 80% за войну с Украиной, которая уже идет. Для текущих пропагандистских задач растоптали самый радостный и лучший праздник; пропагандисты сгниют в аду, а праздник нам никто не вернет.	2015-05-04 13:00:01	27	129	33	photo,link
153036	«Ведомости» троллят. Пишут, стране необходим четкий регламент использования духовных скреп.	2015-05-04 11:00:33	2	88	12	photo,link
153029	В Петербурге струя горячей воды из трубы достигла высоты десятиэтажного дома.	2015-05-04 08:30:19	5	40	3	photo,link
153016		2015-05-03 23:56:30	2	161	28	photo
153000	У вдовы Булата Окуджавы могут отобрать квартиру на Арбате. Квартира-музей находится у неё в аренде от департамента недвижимого имущества Москвы. Из-за высокой арендной платы накопился просто неподъемный для одинокой пожилой женщины долг. Ольга Владимировна рассказала, как кланялась и разбивала колени, чтобы ей перевели квартиру из договора аренды в разряд договора пользования. Но в московском правительстве и слушать не хотят.	2015-05-03 22:01:00	13	170	56	photo,audio,link
152971	В Карелии застрял в грязи автопробег, посвященный 70-летию Победы.	2015-05-03 21:01:16	33	150	16	photo,link
152944	Активисту движения «Солидарность» Станиславу Позднякову, избитому на выборах в Балашихе, где он работал наблюдателем, удалили селезенку. Желаем как можно более скорейшего выздоровления Стасу. А мы напоминаем официальную позицию властей по выборам в Балашихе:	2015-05-03 20:01:18	18	226	62	photo,link
152921	Чем объясняется «линия жизни» диктаторов, их траектории? Одни авторитарные лидеры неплохо начинают, подают надежды, но затем скатываются к насилиям и зверствам. Другие, наоборот, придя к власти сомнительным путем, постепенно обретают человеческое лицо и даже создают условия для перехода своих стран к демократии по окончании своего правления. Этим вопросом задаются Шаун Ларком (Кембридж) и Тим Виллемс (Оксфорд).	2015-05-03 19:00:29	15	61	14	photo,link
152907	На празднование 70-летия Победы власти потратят более 7 млрд руб. А теперь посмотрите на самые большие и самые маленькие статьи расходов:	2015-05-03 17:00:21	30	127	48	photo,link
152904	Для настоящих фронтовиков война была не героическим эпосом, а страшной трагедией. Единственный вывод, который диктовала их память: «Нет! Больше никогда это не должно повториться!». Но память о войне и победа принадлежат уже не фронтовикам, а государству. Теперь скорбь и нежелание войны заменены горделивой идеологемой «Ура! Мы всем накостыляем!».	2015-05-03 15:00:00	2	197	61	photo,link
152890	Песня Семена Слепакова «Про нефть». Обязательно послушайте, если еще не!	2015-05-03 13:00:41	8	336	106	video
152855	Суд Новосибирска оштрафовал Артема Лоскутова на 5 тысяч рублей по третьему делу о Монстрации.	2015-05-03 11:01:11	5	47	4	photo,link
152831	Минздрав заявляет, что застрелившийся в Подмосковье онкобольной якобы получал всю необходимую медпомощь, включая обезболивающие.	2015-05-03 08:30:20	8	46	12	photo,link
152817	Подарки от чиновников народу на 1-е мая. Как известно, три столпа социального государства — образование, здравоохранение и пенсионная система. Аккурат за неделю до 1 мая чиновники подготовили очередной план оптимизации здравоохранения и образования. Центральная идея — постепенная приватизация самого государства. Согласно их планам, в России пора перейти к оказанию «госуслуг» на конкурентной основе, фактически отдав часть их в частные руки. Конкретные планы предусматривают стандартный рецепт — отъем и продажу имущества бюджетных учреждений.	2015-05-03 01:30:07	46	67	22	photo,link
152791	В России создана самая гладкая поверхность.	2015-05-02 23:00:05	17	70	6	photo,link
152782	Подборка отмазок политиков и прочих деятелей после их громких вызвавших резонанс поступков и заявлений. Довольно весело, как им приходится иной раз изворачиваться. Лишнее подтверждение тому, что сначала нужно думать, и только потом говорить.	2015-05-02 22:00:42	1	70	23	photo,link
152769	Завтра идеолога «Монстрации» продолжат судить. Интересный факт: в 2011 г. Артем Лоскутов получил премию «Инновация» (вручается при поддержке Минкульта РФ) за свою «Монстрацию», а в 2015 г. за нее же — 10 суток ареста. Оцените изменения, произошедшие со страной всего за несколько лет.	2015-05-02 20:37:27	8	247	84	photo,link
152749	Высокий суд Лондона, рассматривающий дело об убийстве бывшего сотрудника ФСБ Александра Литвиненко, опубликовал досье на руководителя Федеральной службы по контролю за оборотом наркотиков (ФСКН) Виктора Иванова. В этом документе говорится о связях Иванова с Тамбовской организованной преступной группировкой.	2015-05-02 19:00:40	6	85	24	photo,link
136910	Митинг «Год Майдану» стал главным политическим событием этой субботы. Весь год агрессивная пропаганда федеральных телеканалов атаковала умы россиян, поэтому неудивительно, что какая-то часть пришедших на митинг — это жертвы пропаганды. Но их одних было явно мало, поэтому организаторы позаботились об уже классических способах пополнения рядов провластных митингов: вышедшие за отгул бюджетники, направленные деканатами студенты, и прочие несознательные граждане, для которых 300 рублей — достаточная оплата за совесть. И если с учётом большого количества иногородних участников в многомиллионной Москве таких персонажей набралось всего 37 тысяч — значит ещё не всё потеряно для нашей страны.	2015-02-22 12:00:20	30	89	28	photo,link
136857	Государственный поисковик «Спутник» получит до 800 млн рублей от «Ростелекома».	2015-02-21 22:00:09	20	147	36	photo,link
136814	С каждым днем количество союзников России сокращается. Но, благодаря нашим руководителям и ресурсам родины, есть еще страны в мире, готовые с большим удовольствием иметь с нами дело. <br>Венгрия, в лице Виктора Орбана, подписала соглашение, по которому Россия предоставляет ей 10-миллиардный долларовый кредит. Откуда в стране с дефицитным бюджетом берутся колоссальные деньги на постройку АЭС, читайте далее.	2015-02-21 18:00:25	19	110	44	photo,link
136766	В то время, как московские сотрудники #СКР с не остывающим пылом проводили обыски по делу с ущербом в 100 рублей, их коллеги из северной столицы занимались тем, чем им положено. В Петербурге заведено уголовное дело в отношении начальника ГУП «Петербургский метрополитен» Владимира Гарюгина и других лиц. Ущерб бюджету города по оценкам составил 466 млн. рублей. Чувствуете разницу, да?	2015-02-21 15:00:16	42	93	19	photo,link
136714	Выплаты правлению Сбербанка сократились в прошлом году на 21%	2015-02-21 13:00:08	19	60	21	photo,link
136693	Очередной пост из рубрики «без комментариев».	2015-02-21 11:00:19	49	52	18	photo,link
136686	Стало известно о новых предложениях Минфина по сокращению бюджетных расходов	2015-02-21 09:00:25	0	147	32	photo,link
136578	СМИ допустили участие сына Ротенберга в проекте моста в Крым. Семейный подряд.	2015-02-20 23:00:13	24	149	34	photo,link
136562	Очередной день позора судебной системы России. В этот раз суд поддержал право Роскомнадзора блокировать весь блог Алексея Навального полностью в ситуации, когда надзорному ведомству не понравилась одна конкретная запись (причем причина недовольства как минимум сомнительная).	2015-02-20 22:00:23	14	84	31	photo,link
136536	Отличная статья от МК. Наследники Сталина хотят возродить в России политические репрессии.	2015-02-20 20:00:17	5	47	13	photo,link
136503	После митинга протеста жителей Вологды #РЖД понизила тарифы на электрички. Вот так активные люди могут добиваться изменений в своем регионе!	2015-02-20 18:30:05	19	237	57	photo,link
136494	Любопытная ситуация сложилась с организацией марша 21 февраля тех, кто звучно называют себя #Антимайдан. Похоже, проплаченной из Кремля рекламы по всему городу не достаточно для массовости сего действа. И в ход пустили старые проверенные методы. В отличие от них, наш марш #Весна базируется на вашей сознательности, активной жизненной позиции и ответственности за наше общее будущее. Присоединяйтесь к нам #1марта!	2015-02-20 17:30:36	20	80	19	photo,link
136464	Уволить нельзя сократить надбавки. Один из этих путей придётся выбрать силовым структурам вследствие сокращения бюджетных расходов. Оптимизация расходов коснётся не только #МВД. Планируется уменьшить на 3% штат #МЧС. Даже из ФСБ придётся убирать «вольняшек» (вольнонаёмных #коммерсант). Обзор темы и комментарий эксперта.	2015-02-20 15:00:23	21	32	13	photo,link
136454	Закольцевались	2015-02-20 13:20:51	0	27	1	link
136449	Один из ведущих экономистов России Константин Сонин обозначил в «Ведомостях» перечень мер, которые, по его мнению, могли бы помочь экономике России в это трудное время. Невероятное совпадение — они практически дословно совпали с требованиями марша #Весна. Алексей #Навальный призывает принять участие в марше #1марта, чтоб показать властям, что эти требования поддерживают все и выполнять их придется.	2015-02-20 13:00:23	1	65	13	photo,link
