post_id	text	date	num_comments	num_likes	num_reposts	attachment_types
151671	Министерство юстиции сообщило, что ликвидировало «Партию Прогресса». Вообще, зарегистрированную партию ликвидировать довольно сложно: только в судебном порядке, причем через суд в каждом регионе. Но для нас, как обычно, юридический эксклюзив: просто вычеркнули из реестра, признав регистрацию «утратившей силу».	2015-04-29 07:30:22	14	161	35	photo,link
151599	Обычный мордовский депутат задекларировал доход в 6,8 млрд. рублей. Судя по декларации, этот человек богаче Путина в 900 раз.	2015-04-28 23:54:17	25	135	32	photo,link
151557	«Открытая Россия» подготовила альтернативный вариант фильма Владимира Соловьева «Президент», передающий смысл за 4 минуты, вместо 140 минут в оригинале.	2015-04-28 23:00:00	34	189	66	video,link
151537	Вице-премьер Ольга Голодец сообщила, что возврат замороженных пенсионных накоплений невозможен. Министр экономического развития Алексей Улюкаев выступил за возврат денег, однако в нынешних реалиях государству просто негде взять дополнительные 1 трлн. руб.	2015-04-28 22:30:12	10	81	26	photo,link
151495	Чтоб вы понимали. Минюст говорит, что ликвидировал Партию Прогресса, потому что якобы были нарушены сроки, но на самом деле он противоречит своему же закону. В пункте 7 статьи 15 Федерального закона от 11.07.2001 №95-ФЗ «О политических партиях» четко сказано, что сроки регистрации отделений могут продлеваться в случае, если отказ в регистрации обжалуется. Партия Прогресса обжаловала отказ в регистрации, она действовала строго в рамках закона. Но у нас закон не работает, если твоя фамилия Навальный.	2015-04-28 21:29:52	13	161	35	photo,link
151451	«Партия прогресса», лидером которой является оппозиционер Алексей Навальный, лишена государственной регистрации по решению Минюста.	2015-04-28 20:01:09	68	87	25	photo,link
151437		2015-04-28 19:28:22	55	260	35	photo
151427	Алексей Навальный опроверг заявления блогера Ильи Ремесло о якобы имевших место быть финансовых нарушениях во время проведения мэрской кампании. Пресс-секретарь политика Кира Ярмыш подчеркнула, что поданные документы были неоднократно проверены как юристами, так и самим Мосгоризбиркомом.	2015-04-28 19:00:49	0	53	2	photo,link
151414	Фото дня. В Москве прошла акция «АвтоАнтимайдан», направленная против «автомобильной пятой колонны».	2015-04-28 18:01:22	13	55	16	photo,link,poll
151402	Сенатор Лебедев покинул Совет Федерации после скандала с декларацией о доходах. Пользуясь случаем, напоминаем вам про другого Лебедева, которого тоже не помешает отправить в отставку — сынульку Жириновского с апартаментами в Дубае с семью туалетами. Вызывает вопросы, откуда у чиновника недвижимость за 87 млн. и почему он скрывает ее от декларирования.	2015-04-28 17:00:45	9	79	18	photo,link
151390	Конфликт между главой Чечни и российскими силовиками длится уже неделю. Рамзан Кадыров разрешил чеченским полицейским стрелять в коллег из других регионов, МВД считает такие слова недопустимыми. Чечня возбуждает уголовное дело против ставропольских полицейских, СКР его отменяет. «Сноб» выяснил, из-за чего глава республики поругался с силовиками и на чьей стороне будет президент.	2015-04-28 16:00:33	6	37	5	photo,link
151370	Россия заняла 64-ое место в рейтинге человеческого счастья, аккурат между Ливией и Ямайкой.	2015-04-28 15:05:44	16	74	10	photo,audio,audio,link
151358	Неудивительная история о том, как в Москве ради очередной парковки вырубили несколько тысяч кв.м. леса и при попустительстве местных властей застройщики не привлечены к полагающейся им по закону ответственности.	2015-04-28 14:01:05	7	53	11	photo,link
151349	В Москве задержан бывший чиновник территориального управления Росимущества: его обвиняют в незаконном отчуждении в пользу третьих лиц активов Центрального аэрогидродинамического института имени Жуковского . Стоимость активов оценивается в 600 млн руб.	2015-04-28 13:15:07	2	45	9	photo,link
151320	В МИДе РФ осудили поляков, которые не пустили в страну российских байкеров и обыскали их косметички. В российском МИДе заявили, что отказ Польши пускать на свою территорию мотопробег «На Берлин!» является кощунством «над подвигом тех, кто спас Польшу и мир от фашизма».	2015-04-28 12:34:50	38	89	9	photo,link
151315	Стоит ли надеяться, что нефть, стоимость которой за последние месяцы упала почти вдвое, в ближайшее время укрепится и российская экономика выйдет из кризиса? Какие фундаментальные факторы не дают нефтяным ценам расти, какие колебания ждут нефтяной рынок и почему цен $115 за баррель в ближайшие годы ждать не придется, Дождю рассказал автор публикации на эту тему на портале Slon.ru Георгий Неяскин.	2015-04-28 12:00:16	0	26	3	photo,link
151294	Больше не рядом. Сбербанк закрывает 177 офисов в крупных городах России.	2015-04-28 10:30:37	13	72	18	photo,link
151281	Эти строки были написаны более 30-ти лет назад.	2015-04-28 09:00:09	0	285	45	photo
151270	Главные 2 минуты 54 секунды из фильма Владимира Соловьёва «Президент». Надо признать, что этот кусок у Соловьёва получился отлично, нужно было хорошо поработать, чтобы в кадре оказался и сам Путин, и Соловьёв, Добродеев, Шойгу, Лавров, Песков, Патрушев.	2015-04-28 07:30:05	11	57	10	photo,link
151246	Правительство хочет радикально изменить принцип отношения Москвы и регионов. Если коротко, то предлагают поделить регионы по типам и давать им деньги в зависимости от этого. Вот отличная картинка Лентача на эту тему:	2015-04-28 01:30:01	8	84	14	photo,link
151219	Как мы будем противостоять «Единой России» на выборах в Новосибирске, Калуге и Костроме. Первые шаги.	2015-04-27 23:30:14	20	122	10	photo,link
151179		2015-04-27 22:55:27	9	173	24	photo
151140	«Ночным волкам» не удалось въехать в Польшу, их задержали на границе. Но больший фурор в сети вызвал даже не этот факт, а комментарий одного из байкеров про косметичку:	2015-04-27 22:40:54	80	190	27	photo,link
151132	В защиту танцовщиц из Новороссийска, которых арестовали за танец на фоне мемориала, составили петицию. Деды умирали за то, чтоб девушки танцевали, а не чтобы всё обнесли колючей проволокой и устанавливали кладбищенский порядок.	2015-04-27 22:00:29	7	192	26	photo,link
151126	Расследование «Ведомостей» на тему того, как удивительным образом получается, что родственники чиновников ведут успешный бизнес в сферах, которые эти чиновники курируют.	2015-04-27 21:00:34	2	106	28	photo,link
151119	25 лет телескопу Hubble. Когда-нибудь в России тоже перестанут воровать асфальт с космодромов.	2015-04-27 20:00:04	2	91	13	photo,photo,photo,photo,photo,photo,photo,link
151110	Полиция отказалась наказывать корреспондента-поджигателя с «Первого канала». Ну он же нечаянно, его даже увольнять не будут. При этом другим задержанным в республике по подозрению в поджогах грозит тюремный срок до пяти лет.	2015-04-27 19:10:19	10	117	28	photo,link
151078	«Требую допросить Кадырова». В Москве пикетируют представительство Чечни. Видео на Дожде по ссылке.	2015-04-27 18:30:39	36	145	12	photo,link
151054	Площадь лесных пожаров в Сибирском федеральном округе за последние трое суток выросла почти на четверть и превышает уже 178 тыс.га. Приезд Путина и благодатный огонь, как оказалось, не решают всех проблем, хватит уже местным властям страдать фигней, работать пора и срочно.	2015-04-27 17:30:02	10	101	30	photo
151019	Правительство решило в очередной раз вкачать миллиарды в проект гражданского лайнера SuperJet. Забросить проект не позволяют уже объемы вложенных средств, лоббисты во власти и «борьба за престиж отечественного авиастроения».	2015-04-27 16:30:24	20	66	12	photo,link
151006	Еще двоих видных региональных чиновников задержали в Южно-Сахалинске и отконвоировали в Москву по подозрению в коррупционных преступлениях.	2015-04-27 15:30:08	3	41	7	photo,link
150979	Мы закончили работу над докладом #ПутинВойна. За майские праздники выпустим первый тираж. Презентацию организуем 12 мая в партийном офисе РПР-ПАРНАС. Аккредитация СМИ по тел: +7 (985) 349-63-57	2015-04-27 14:01:08	16	228	21	photo,link
150937	От распятых мальчиков на Украине плавно переходим к наблюдателям-нацистам в России.	2015-04-27 13:04:27	24	73	19	photo,link,poll
150920		2015-04-27 12:00:57	0	185	26	photo
150884	Заксобрание Санкт-Петербурга собирается внести в Госдуму закон о борьбе с тунеядством. В обращении заксобрания к президенту говорится, что труд теперь должен стать не только правом, но и обязанностью гражданина. Иными словами, питерское заксобрание хочет видеть бесправных граждан бесправными рабами. Теперь почти официально.	2015-04-27 10:45:15	69	93	24	photo,link
150873	В последнее время всё чаще можно встретить скепсис относительно выборов, мол, зачем играть в выборы с шулерами? В связи с чем публикуем пост Олега Козырева о том, зачем оппозиции выборы.	2015-04-27 09:00:29	10	109	27	photo,link
150866	Вбрасывая бюллетени и избивая наблюдателей на выборах в Подмосковье, власть лишний раз доказывает, что термин «народно избранная» — не про нее. Вбросы и мордобой — орудие тех, за кого добровольно почти никто не проголосует и кто сам это знает. 84% народной поддержки, ага.	2015-04-27 07:30:17	4	206	49	photo,link
150842	Новости про то, что членов мотоклуба «Ночные волки»  якобы пустили в Польшу — фейк. Польша и Чехия сразу заявили, что не пустят их, Германия и вовсе аннулировала им визы. Мотопробег грозил превратиться в довольно жалкое зрелище, поэтому и появились все эти попытки выдать каких-то вообще неприделашных байкеров из Калининграда за Тот Самый Мотопробег Во Имя Семидесятилетия Победы. И не важно, что в интернете потом все это мигом разоблачается. В телевизоре-то нет!	2015-04-27 01:23:09	16	169	34	photo,link
150828	5-летие "Дождя". Лучший телеканал России. Шнур дает отличный концерт. #дождь #5лет https://instagram.com/p/18vC0RICx9/	2015-04-27 00:47:13	16	302	13	photo
150809	Мэр Балашихи объявил, что наблюдатели на выборах сами себя избили.	2015-04-27 00:01:03	19	150	30	photo,link
150766	Германия аннулировала визы байк-клубу «Ночные волки». По словам представителей германских властей, визы были получены обманным путем.	2015-04-26 22:00:55	19	114	8	photo,link
150747	Про органы государственной безопасности России: ни один внешний враг не причинил стране такого колоссального вреда.	2015-04-26 21:00:18	32	143	38	photo,link
150736	Наблюдателей «Голоса» избили на избирательном участке в Балашихе. А вот что пишут по этому случаю наши дорогие кремлеботы:	2015-04-26 20:10:13	10	133	25	photo,link
150728	Мемориал «Малая земля» в Новороссийске, который «осквернили» танцем.	2015-04-26 19:30:15	8	213	46	photo,link
150712	Про мем «Что там у хохлов». История появления и лучшие шутки.	2015-04-26 18:01:08	8	115	16	photo,link
150694	«Даже если голову пациента пришьют к новому телу — ни плечи, ни руки, ни ноги слушаться чужой головы не будут, — заявляет заместитель директора Института хирургии им. Вишневского Алексей Чжао. — Однако когда туловище умерло по каким-то причинам — от проблем с сердцем, легкими, от сепсиса, — а голова светла и еще функционирует, вот тогда есть смысл теоретически спасти голову».	2015-04-26 16:00:25	14	26	2	photo,link
150674	На выборах в Подмосковье какой-то трэш. Вбросы, карусели, незаконное удаление наблюдателей... Наблюдателю @fvkarpov, который отслеживал и снимал вбросчиков у их предполагаемого штаба, порезали шины. Реакция Мособлизбиркома сводится к отрицанию фактов вбросов и каруселей, несмотря на наличие фотографий и видеосъемки. #ВыборыМО #Балашиха	2015-04-26 14:30:16	16	192	51	photo,link
150658	Квартиры к 70-летию Победы не будет. В селе Осинки Самарской области ветеран ВОВ, 88-летняя Анастасия Бадамшина жила в развалившемся доме, пока ее не забрали к себе родственники. Пожилая женщина, которая всю войну, будучи ребенком, работала в тылу, не может получить положенное ей по закону жилье. 15 лет она стоит в очереди. Ее дом признали аварийным еще в 2000 году, а новое до сих пор не предоставили.	2015-04-26 14:00:43	12	89	23	video,link
150639	Ну вот, а вы говорили!..	2015-04-26 12:00:51	7	116	21	photo,link
150625	Германия заявила, что не пустит участников мотопробега «Ночных волков» на свою территорию. Чуть ранее такое же заявление сделала Польша.	2015-04-26 10:50:05	17	133	22	photo,link
150602	Что видят прилетающие в Домодедово.	2015-04-26 08:40:05	17	144	21	photo,link
150577	Оказалось, это не фейк. Казаки действительно будут следить за соблюдением нравственности, морали и православных традиций в ночных клубах Санкт-Петербурга. Уже разработали план патрулирования: за каждым из районов закреплены эскадроны по 18 человек.	2015-04-26 01:30:13	29	111	29	photo,link,poll
150553	Минтруд хочет увеличить штрафы за зарплаты в конвертах.	2015-04-25 23:00:12	6	31	4	photo,link
150539	Путин уехал, компенсаций нет. Рассказ жителя Хакасии, пострадавшего от степного пожара:	2015-04-25 22:00:36	16	77	16	video,link
150506	Похоже, Список Немцова действительно может быть принят. Включенные в него пропагандисты всерьез всполошились, некоторые даже полетели на Запад, чтобы по мере возможностей помешать введению санкций. Напомним, в этот список включены работники СМИ, ответственные за создание атмосферы ненависти в стране.	2015-04-25 21:00:26	29	143	24	photo,link
150479		2015-04-25 19:58:06	13	465	78	photo
150470	Не стойте и не прыгайте, не пойте, не пляшите. Суд приговорил станцевавших на фоне мемориала «Малая земля» девушек к аресту.	2015-04-25 19:50:01	39	113	28	video,link
150457	«...Мы разговаривали около часа, и в конце мой собеседник вздохнул: «Пока я не очень понимаю, как вообще обо всем этом можно написать так, чтобы мой читатель не покрутил пальцем у виска в полном неверии в то, что мир, в котором вы живете, возможен». Как Леонид Волков разговаривал с журналистом, который для New York Times пишет историю про фабрики троллей и ботов, читайте в его блоге:	2015-04-25 19:00:42	2	72	14	photo,link
150414	Активисты SERB снова разгромили мемориал Немцова, однако уже в 12 часов дня мемориал был восстановлен. Эти люди противопоставляют себя «бездуховному» Западу, плюя на фундаментальные законы нравственности.	2015-04-25 17:40:12	11	82	9	photo,link
150406	Банки Ротенбергов и Ковальчука получили доступ к пенсионным накоплениям.	2015-04-25 17:30:15	20	68	22	photo,link
150378	Уполномоченный по правам человека в РФ Элла Памфилова прокомментировала просьбу прокуратуры об условном сроке Васильевой.	2015-04-25 16:00:08	9	102	10	photo,link
150322	Сегодня ты танцуешь тверк, а завтра президента сверг! Похоже, танцорши тверка уже становятся личными врагами прокуратуры. Девушкам, станцевавшим тверк на фоне воинского мемориала, грозит 15 суток ареста.	2015-04-25 15:03:46	82	77	16	video,link
150293	Вчера Госдума приняла постановление амнистии, приуроченной к 9 мая. При этом депутаты отклонили поправки, которые позволили бы оказаться на свободе осуждённым по «болотному делу» и другим, кто амнистии заслуживает явно больше, чем коррупционеры и оборотни в погонах.	2015-04-25 14:00:33	5	66	11	photo
150262	Продолжение противостояния Кадыров vs. Силовики: СКР подозревает, что глава Чечни давил на местных следователей, когда они заводили дело против ставропольских полицейских.	2015-04-25 13:00:49	40	60	5	photo,link
